year,age,sex,lfp,n,cohort,lfp_age_avg
1992,41,2,77.125343,13528,1951,72.77066
1993,41,2,77.916428,13406,1952,72.77066
1994,41,2,77.877014,13544,1953,72.77066
1995,41,2,78.698853,13626,1954,72.77066
1996,41,2,78.674438,12351,1955,72.77066
1997,41,2,79.051498,12520,1956,72.77066
1998,41,2,79.236755,12378,1957,72.77066
1999,41,2,78.256485,12652,1958,72.77066
2000,41,2,78.190598,12281,1959,72.77066
2001,41,2,78.009026,13489,1960,72.77066
2002,41,2,77.846924,14293,1961,72.77066
2003,41,2,75.799805,14164,1962,72.77066
2004,41,2,75.983032,13720,1963,72.77066
2005,41,2,77.388641,13008,1964,72.77066
2006,41,2,77.63063,12586,1965,72.77066
2007,41,2,75.920296,11454,1966,72.77066
2008,41,2,76.387314,11099,1967,72.77066
2009,41,2,76.648506,10960,1968,72.77066
2010,41,2,76.461098,11581,1969,72.77066
2011,41,2,76.044289,11686,1970,72.77066
2012,41,2,76.656952,11558,1971,72.77066
2013,41,2,74.787933,10438,1972,72.77066
2014,41,2,74.490257,9977,1973,72.77066
2015,41,2,74.040482,9793,1974,72.77066
2016,41,2,75.526581,9861,1975,72.77066
1976,42,1,95.592667,7423,1934,94.009956
1977,42,1,95.1166,8220,1935,94.009956
1978,42,1,94.836479,8675,1936,94.009956
1979,42,1,95.148499,8596,1937,94.009956
1980,42,1,95.025665,10286,1938,94.009956
1981,42,1,95.118675,9757,1939,94.009956
1982,42,1,95.12455,9692,1940,94.009956
1983,42,1,94.47731,9726,1941,94.009956
1984,42,1,95.15274,10544,1942,94.009956
1985,42,1,95.257187,11345,1943,94.009956
1986,42,1,94.971542,10449,1944,94.009956
1987,42,1,93.682343,10073,1945,94.009956
1988,42,1,93.852928,10149,1946,94.009956
1989,42,1,94.678955,13007,1947,94.009956
1990,42,1,93.728828,12797,1948,94.009956
1991,42,1,93.668457,12263,1949,94.009956
1992,42,1,92.960777,12654,1950,94.009956
1993,42,1,93.070724,12242,1951,94.009956
1994,42,1,93.313377,12242,1952,94.009956
1995,42,1,92.553108,12247,1953,94.009956
1996,42,1,91.945015,10810,1954,94.009956
1997,42,1,92.2239,10907,1955,94.009956
1998,42,1,92.092743,11442,1956,94.009956
1999,42,1,92.645874,11293,1957,94.009956
2000,42,1,92.626404,11180,1958,94.009956
2001,42,1,91.936424,12347,1959,94.009956
2002,42,1,91.465523,13458,1960,94.009956
2003,42,1,91.561218,13188,1961,94.009956
2004,42,1,90.947327,12250,1962,94.009956
2005,42,1,90.700142,12196,1963,94.009956
2006,42,1,91.249939,11737,1964,94.009956
2007,42,1,91.699387,11472,1965,94.009956
2008,42,1,92.724731,10636,1966,94.009956
2009,42,1,90.397141,10404,1967,94.009956
2010,42,1,90.048218,10210,1968,94.009956
2011,42,1,90.489624,10491,1969,94.009956
2012,42,1,91.156837,11073,1970,94.009956
2013,42,1,90.404366,10453,1971,94.009956
2014,42,1,90.741318,9329,1972,94.009956
2015,42,1,89.802742,9235,1973,94.009956
2016,42,1,90.965569,9058,1974,94.009956
1976,42,2,58.563305,8118,1934,72.897331
1977,42,2,60.534573,9116,1935,72.897331
1978,42,2,62.248104,9688,1936,72.897331
1979,42,2,63.920933,9412,1937,72.897331
1980,42,2,67.156822,10784,1938,72.897331
1981,42,2,67.768082,10339,1939,72.897331
1982,42,2,69.226479,10414,1940,72.897331
1983,42,2,69.367409,10656,1941,72.897331
1984,42,2,70.22757,10967,1942,72.897331
1985,42,2,73.427757,11923,1943,72.897331
1986,42,2,73.080513,11201,1944,72.897331
1987,42,2,74.496284,10792,1945,72.897331
1988,42,2,75.277893,10793,1946,72.897331
1989,42,2,77.832512,13417,1947,72.897331
1990,42,2,76.957932,13652,1948,72.897331
1991,42,2,77.827408,13271,1949,72.897331
1992,42,2,79.100052,13071,1950,72.897331
1993,42,2,77.945618,13157,1951,72.897331
1994,42,2,78.559982,13157,1952,72.897331
1995,42,2,78.714722,13240,1953,72.897331
1996,42,2,79.106506,11742,1954,72.897331
1997,42,2,78.776291,12000,1955,72.897331
1998,42,2,80.183792,12473,1956,72.897331
1999,42,2,79.235458,12209,1957,72.897331
2000,42,2,78.692162,12372,1958,72.897331
2001,42,2,78.023354,13288,1959,72.897331
2002,42,2,76.707153,14423,1960,72.897331
2003,42,2,77.86068,14096,1961,72.897331
2004,42,2,76.990059,13615,1962,72.897331
2005,42,2,77.606285,13409,1963,72.897331
2006,42,2,76.301819,12566,1964,72.897331
2007,42,2,78.732986,12105,1965,72.897331
2008,42,2,77.000229,11321,1966,72.897331
2009,42,2,76.123764,11021,1967,72.897331
2010,42,2,76.266258,10866,1968,72.897331
2011,42,2,75.693581,11383,1969,72.897331
2012,42,2,77.140717,11318,1970,72.897331
2013,42,2,75.126831,11192,1971,72.897331
2014,42,2,74.991318,10369,1972,72.897331
2015,42,2,74.68985,9563,1973,72.897331
2016,42,2,74.866165,9259,1974,72.897331
1976,43,1,93.956253,7625,1933,93.585785
1977,43,1,94.315353,8260,1934,93.585785
1978,43,1,94.490776,8734,1935,93.585785
1979,43,1,94.915916,8690,1936,93.585785
1980,43,1,95.044235,10075,1937,93.585785
1981,43,1,94.907295,9490,1938,93.585785
1982,43,1,93.833939,9394,1939,93.585785
1983,43,1,94.740143,9387,1940,93.585785
1984,43,1,94.280586,9481,1941,93.585785
1985,43,1,94.363068,10081,1942,93.585785
1986,43,1,94.067451,11013,1943,93.585785
1987,43,1,94.107887,10065,1944,93.585785
1988,43,1,94.029266,9645,1945,93.585785
1989,43,1,94.249359,10002,1946,93.585785
1990,43,1,93.829414,12725,1947,93.585785
1991,43,1,93.615364,12649,1948,93.585785
1992,43,1,92.310081,11999,1949,93.585785
1993,43,1,92.652618,11925,1950,93.585785
1994,43,1,92.049881,11753,1951,93.585785
1995,43,1,92.585526,11739,1952,93.585785
1996,43,1,92.183563,10913,1953,93.585785
1997,43,1,91.233948,11151,1954,93.585785
1998,43,1,92.146217,11163,1955,93.585785
1999,43,1,92.150726,11353,1956,93.585785
2000,43,1,91.496948,11438,1957,93.585785
2001,43,1,91.980431,12278,1958,93.585785
2002,43,1,91.463066,13076,1959,93.585785
2003,43,1,91.848907,12869,1960,93.585785
2004,43,1,91.572433,12717,1961,93.585785
2005,43,1,91.304451,12064,1962,93.585785
2006,43,1,90.62249,11970,1963,93.585785
2007,43,1,90.782074,11781,1964,93.585785
2008,43,1,91.14315,11282,1965,93.585785
2009,43,1,90.59182,10692,1966,93.585785
2010,43,1,90.265312,10241,1967,93.585785
2011,43,1,90.184746,9682,1968,93.585785
2012,43,1,89.197342,9944,1969,93.585785
2013,43,1,90.491272,10443,1970,93.585785
2014,43,1,90.127541,10429,1971,93.585785
2015,43,1,90.865471,9543,1972,93.585785
2016,43,1,89.860962,8899,1973,93.585785
1976,43,2,58.924911,8227,1933,72.608025
1977,43,2,58.973904,8435,1934,72.608025
1978,43,2,63.435394,9363,1935,72.608025
1979,43,2,63.675945,9573,1936,72.608025
1980,43,2,65.627029,10939,1937,72.608025
1981,43,2,67.900772,10134,1938,72.608025
1982,43,2,68.284592,10075,1939,72.608025
1983,43,2,69.009277,10239,1940,72.608025
1984,43,2,70.181084,10405,1941,72.608025
1985,43,2,70.720818,10723,1942,72.608025
1986,43,2,73.800079,11359,1943,72.608025
1987,43,2,74.373543,11128,1944,72.608025
1988,43,2,75.261925,10422,1945,72.608025
1989,43,2,76.905525,10715,1946,72.608025
1990,43,2,77.927399,13761,1947,72.608025
1991,43,2,77.650291,13526,1948,72.608025
1992,43,2,78.233681,12974,1949,72.608025
1993,43,2,78.579041,12611,1950,72.608025
1994,43,2,78.57093,12368,1951,72.608025
1995,43,2,78.173134,12610,1952,72.608025
1996,43,2,79.074921,11611,1953,72.608025
1997,43,2,79.812553,11747,1954,72.608025
1998,43,2,78.316986,11866,1955,72.608025
1999,43,2,79.178886,12470,1956,72.608025
2000,43,2,79.461014,12242,1957,72.608025
2001,43,2,77.306694,13844,1958,72.608025
2002,43,2,78.940636,14300,1959,72.608025
2003,43,2,77.788857,14306,1960,72.608025
2004,43,2,77.158424,13858,1961,72.608025
2005,43,2,77.144012,13508,1962,72.608025
2006,43,2,77.432114,13163,1963,72.608025
2007,43,2,77.154243,12539,1964,72.608025
2008,43,2,77.607872,12340,1965,72.608025
2009,43,2,76.935349,11531,1966,72.608025
2010,43,2,75.625664,11074,1967,72.608025
2011,43,2,74.992249,10862,1968,72.608025
2012,43,2,75.51725,11296,1969,72.608025
2013,43,2,75.249466,10974,1970,72.608025
2014,43,2,75.001762,10756,1971,72.608025
2015,43,2,76.219437,10000,1972,72.608025
2016,43,2,74.542252,9440,1973,72.608025
1976,44,1,94.390068,7551,1932,93.462646
1977,44,1,95.206886,8191,1933,93.462646
1978,44,1,94.045082,8298,1934,93.462646
1979,44,1,94.240425,8380,1935,93.462646
1980,44,1,94.169724,10059,1936,93.462646
1981,44,1,94.027863,9237,1937,93.462646
1982,44,1,94.399673,9147,1938,93.462646
1983,44,1,94.317734,9056,1939,93.462646
1984,44,1,94.987099,8987,1940,93.462646
1985,44,1,93.654648,9258,1941,93.462646
1986,44,1,93.339935,9684,1942,93.462646
1987,44,1,93.847076,10565,1943,93.462646
1988,44,1,93.815559,9526,1944,93.462646
1989,44,1,94.365242,9523,1945,93.462646
1990,44,1,93.70385,10423,1946,93.462646
1991,44,1,93.731758,12695,1947,93.462646
1992,44,1,93.582069,12155,1948,93.462646
1993,44,1,92.605629,11562,1949,93.462646
1994,44,1,92.643303,11367,1950,93.462646
1995,44,1,90.954277,11400,1951,93.462646
1996,44,1,91.822166,10441,1952,93.462646
1997,44,1,92.161957,10581,1953,93.462646
1998,44,1,91.479599,11157,1954,93.462646
1999,44,1,91.611885,11183,1955,93.462646
2000,44,1,91.604691,11244,1956,93.462646
2001,44,1,91.52137,12496,1957,93.462646
2002,44,1,90.921051,13206,1958,93.462646
2003,44,1,90.417015,12948,1959,93.462646
2004,44,1,90.909317,12360,1960,93.462646
2005,44,1,91.356483,12325,1961,93.462646
2006,44,1,90.965965,11673,1962,93.462646
2007,44,1,90.973869,11706,1963,93.462646
2008,44,1,90.452446,11669,1964,93.462646
2009,44,1,91.03373,11494,1965,93.462646
2010,44,1,89.698532,10713,1966,93.462646
2011,44,1,90.638123,9890,1967,93.462646
2012,44,1,88.89698,9986,1968,93.462646
2013,44,1,89.890053,9720,1969,93.462646
2014,44,1,89.738205,10299,1970,93.462646
2015,44,1,89.20607,10132,1971,93.462646
2016,44,1,89.580254,9341,1972,93.462646
1976,44,2,57.657974,8037,1932,72.182236
1977,44,2,59.521381,8828,1933,72.182236
1978,44,2,59.896648,9006,1934,72.182236
1979,44,2,64.319214,9310,1935,72.182236
1980,44,2,65.242317,10794,1936,72.182236
1981,44,2,66.476746,9962,1937,72.182236
1982,44,2,66.821381,9625,1938,72.182236
1983,44,2,68.433784,9933,1939,72.182236
1984,44,2,69.565872,9829,1940,72.182236
1985,44,2,71.571579,10135,1941,72.182236
1986,44,2,72.633972,10510,1942,72.182236
1987,44,2,75.540276,11281,1943,72.182236
1988,44,2,73.975372,10144,1944,72.182236
1989,44,2,75.709366,10675,1945,72.182236
1990,44,2,77.401283,10790,1946,72.182236
1991,44,2,77.210114,13451,1947,72.182236
1992,44,2,78.259369,12696,1948,72.182236
1993,44,2,78.07502,12753,1949,72.182236
1994,44,2,78.612686,12415,1950,72.182236
1995,44,2,78.609917,12618,1951,72.182236
1996,44,2,79.039719,11166,1952,72.182236
1997,44,2,79.676094,11316,1953,72.182236
1998,44,2,79.131111,12038,1954,72.182236
1999,44,2,78.992485,11978,1955,72.182236
2000,44,2,78.690758,12220,1956,72.182236
2001,44,2,79.310532,13351,1957,72.182236
2002,44,2,77.992722,14203,1958,72.182236
2003,44,2,78.237068,14518,1959,72.182236
2004,44,2,76.489914,13988,1960,72.182236
2005,44,2,76.850655,13406,1961,72.182236
2006,44,2,78.37278,12794,1962,72.182236
2007,44,2,77.947304,12788,1963,72.182236
2008,44,2,77.895172,12232,1964,72.182236
2009,44,2,78.238503,12505,1965,72.182236
2010,44,2,77.020386,11296,1966,72.182236
2011,44,2,76.174423,10778,1967,72.182236
2012,44,2,76.419022,10656,1968,72.182236
2013,44,2,73.992828,10772,1969,72.182236
2014,44,2,74.350441,11086,1970,72.182236
2015,44,2,76.107773,10724,1971,72.182236
2016,44,2,75.624733,10075,1972,72.182236
1976,45,1,93.706795,8000,1931,93.194115
1977,45,1,93.924019,8113,1932,93.194115
1978,45,1,94.226433,8497,1933,93.194115
1979,45,1,93.683289,8355,1934,93.194115
1980,45,1,94.331268,9875,1935,93.194115
1981,45,1,94.125954,9142,1936,93.194115
1982,45,1,93.482033,9064,1937,93.194115
1983,45,1,93.887024,9486,1938,93.194115
1984,45,1,94.063416,9222,1939,93.194115
1985,45,1,94.568863,8932,1940,93.194115
1986,45,1,93.584671,9126,1941,93.194115
1987,45,1,94.042946,9775,1942,93.194115
1988,45,1,94.126808,10180,1943,93.194115
1989,45,1,92.951935,9951,1944,93.194115
1990,45,1,93.331993,10507,1945,93.194115
1991,45,1,93.104568,10693,1946,93.194115
1992,45,1,93.221077,12654,1947,93.194115
1993,45,1,92.372635,12259,1948,93.194115
1994,45,1,92.189148,11568,1949,93.194115
1995,45,1,91.538277,11363,1950,93.194115
1996,45,1,90.709732,10342,1951,93.194115
1997,45,1,91.506409,10645,1952,93.194115
1998,45,1,92.084137,10781,1953,93.194115
1999,45,1,91.895233,11179,1954,93.194115
2000,45,1,90.971741,11250,1955,93.194115
2001,45,1,89.797836,12860,1956,93.194115
2002,45,1,90.585838,13187,1957,93.194115
2003,45,1,89.756386,13180,1958,93.194115
2004,45,1,89.73513,12790,1959,93.194115
2005,45,1,90.693695,12987,1960,93.194115
2006,45,1,90.163788,12359,1961,93.194115
2007,45,1,90.462791,12104,1962,93.194115
2008,45,1,90.001068,11886,1963,93.194115
2009,45,1,89.682335,11975,1964,93.194115
2010,45,1,89.78009,11816,1965,93.194115
2011,45,1,89.294296,10361,1966,93.194115
2012,45,1,89.380653,9977,1967,93.194115
2013,45,1,88.226303,10332,1968,93.194115
2014,45,1,88.978371,9976,1969,93.194115
2015,45,1,88.685303,10290,1970,93.194115
2016,45,1,89.631233,9842,1971,93.194115
1976,45,2,57.861156,8766,1931,71.652382
1977,45,2,58.410114,8893,1932,71.652382
1978,45,2,61.038166,9112,1933,71.652382
1979,45,2,61.931545,8937,1934,71.652382
1980,45,2,64.699944,11191,1935,71.652382
1981,45,2,66.975471,10164,1936,71.652382
1982,45,2,68.337708,9850,1937,71.652382
1983,45,2,66.308807,10015,1938,71.652382
1984,45,2,68.550774,9810,1939,71.652382
1985,45,2,70.470589,9771,1940,71.652382
1986,45,2,71.449478,10105,1941,71.652382
1987,45,2,72.828064,10584,1942,71.652382
1988,45,2,75.477448,10847,1943,71.652382
1989,45,2,75.611633,10437,1944,71.652382
1990,45,2,74.643745,11312,1945,71.652382
1991,45,2,77.048599,11194,1946,71.652382
1992,45,2,77.178535,13620,1947,71.652382
1993,45,2,78.015862,12953,1948,71.652382
1994,45,2,78.579262,12822,1949,71.652382
1995,45,2,77.733788,12417,1950,71.652382
1996,45,2,78.939018,11338,1951,71.652382
1997,45,2,79.559288,11229,1952,71.652382
1998,45,2,79.151993,11405,1953,71.652382
1999,45,2,78.856163,12259,1954,71.652382
2000,45,2,79.077156,11807,1955,71.652382
2001,45,2,78.299561,13406,1956,71.652382
2002,45,2,79.029556,14434,1957,71.652382
2003,45,2,79.270668,14165,1958,71.652382
2004,45,2,78.397682,13959,1959,71.652382
2005,45,2,76.384163,13735,1960,71.652382
2006,45,2,77.468964,13803,1961,71.652382
2007,45,2,77.650597,12754,1962,71.652382
2008,45,2,77.491043,12661,1963,71.652382
2009,45,2,77.586304,12542,1964,71.652382
2010,45,2,78.164825,12319,1965,71.652382
2011,45,2,76.775452,10951,1966,71.652382
2012,45,2,75.895653,10800,1967,71.652382
2013,45,2,75.432465,10535,1968,71.652382
2014,45,2,75.347824,10730,1969,71.652382
2015,45,2,76.171242,10601,1970,71.652382
2016,45,2,77.38633,10739,1971,71.652382
1976,46,1,93.976891,7906,1930,92.865631
1977,46,1,93.202248,8349,1931,92.865631
1978,46,1,93.675598,8493,1932,92.865631
1979,46,1,93.940102,8105,1933,92.865631
1980,46,1,94.144096,9651,1934,92.865631
1981,46,1,94.062386,9227,1935,92.865631
1982,46,1,94.388138,8867,1936,92.865631
1983,46,1,92.985519,8586,1937,92.865631
1984,46,1,94.068314,8652,1938,92.865631
1985,46,1,93.708138,8781,1939,92.865631
1986,46,1,93.744431,8615,1940,92.865631
1987,46,1,92.970657,8806,1941,92.865631
1988,46,1,93.891968,9341,1942,92.865631
1989,46,1,93.305275,10160,1943,92.865631
1990,46,1,92.460457,10144,1944,92.865631
1991,46,1,92.660797,9960,1945,92.865631
1992,46,1,91.929482,10143,1946,92.865631
1993,46,1,91.905334,11977,1947,92.865631
1994,46,1,91.526588,11701,1948,92.865631
1995,46,1,91.376091,11142,1949,92.865631
1996,46,1,91.41629,9849,1950,92.865631
1997,46,1,90.923965,9903,1951,92.865631
1998,46,1,91.094925,10297,1952,92.865631
1999,46,1,91.417351,10490,1953,92.865631
2000,46,1,91.765266,10793,1954,92.865631
2001,46,1,91.523033,12104,1955,92.865631
2002,46,1,89.975929,13095,1956,92.865631
2003,46,1,89.335388,12872,1957,92.865631
2004,46,1,89.442703,12398,1958,92.865631
2005,46,1,89.59153,12201,1959,92.865631
2006,46,1,91.36306,12569,1960,92.865631
2007,46,1,90.123055,12023,1961,92.865631
2008,46,1,89.628105,11922,1962,92.865631
2009,46,1,88.915924,11760,1963,92.865631
2010,46,1,88.618401,11771,1964,92.865631
2011,46,1,87.669113,10831,1965,92.865631
2012,46,1,89.102242,10022,1966,92.865631
2013,46,1,87.769249,9596,1967,92.865631
2014,46,1,89.08004,10041,1968,92.865631
2015,46,1,88.754883,9697,1969,92.865631
2016,46,1,87.749084,9964,1970,92.865631
1976,46,2,56.800507,8923,1930,70.85955
1977,46,2,58.987339,9259,1931,70.85955
1978,46,2,60.055645,9239,1932,70.85955
1979,46,2,60.46806,8831,1933,70.85955
1980,46,2,62.809486,10149,1934,70.85955
1981,46,2,65.917656,10124,1935,70.85955
1982,46,2,65.770561,9557,1936,70.85955
1983,46,2,66.391464,9351,1937,70.85955
1984,46,2,65.476837,9363,1938,70.85955
1985,46,2,69.406952,9184,1939,70.85955
1986,46,2,71.044701,9115,1940,70.85955
1987,46,2,71.600983,9737,1941,70.85955
1988,46,2,72.834305,9747,1942,70.85955
1989,46,2,76.10675,10703,1943,70.85955
1990,46,2,76.286621,10704,1944,70.85955
1991,46,2,74.679001,10823,1945,70.85955
1992,46,2,75.550041,10982,1946,70.85955
1993,46,2,77.105888,12946,1947,70.85955
1994,46,2,77.710175,12199,1948,70.85955
1995,46,2,79.114189,12230,1949,70.85955
1996,46,2,78.674377,10912,1950,70.85955
1997,46,2,78.73658,10857,1951,70.85955
1998,46,2,79.933418,11195,1952,70.85955
1999,46,2,79.167709,11519,1953,70.85955
2000,46,2,79.214218,11703,1954,70.85955
2001,46,2,78.030052,12993,1955,70.85955
2002,46,2,77.753326,13554,1956,70.85955
2003,46,2,79.187149,14126,1957,70.85955
2004,46,2,79.328835,13608,1958,70.85955
2005,46,2,78.198555,12832,1959,70.85955
2006,46,2,77.402969,13176,1960,70.85955
2007,46,2,78.852097,13121,1961,70.85955
2008,46,2,78.642365,12694,1962,70.85955
2009,46,2,77.786224,12653,1963,70.85955
2010,46,2,76.649269,12401,1964,70.85955
2011,46,2,76.148178,11614,1965,70.85955
2012,46,2,76.694534,10829,1966,70.85955
2013,46,2,76.119324,10561,1967,70.85955
2014,46,2,75.495277,10226,1968,70.85955
2015,46,2,75.314308,10563,1969,70.85955
2016,46,2,76.561646,10550,1970,70.85955
1976,47,1,93.557777,7800,1929,92.344688
1977,47,1,93.609314,8962,1930,92.344688
1978,47,1,92.690102,8702,1931,92.344688
1979,47,1,93.680428,8238,1932,92.344688
1980,47,1,93.027512,9748,1933,92.344688
1981,47,1,92.855118,8982,1934,92.344688
1982,47,1,92.645729,8631,1935,92.344688
1983,47,1,93.347855,8846,1936,92.344688
1984,47,1,93.607323,8340,1937,92.344688
1985,47,1,92.836922,8412,1938,92.344688
1986,47,1,93.113174,8490,1939,92.344688
1987,47,1,92.73027,8844,1940,92.344688
1988,47,1,92.23983,8635,1941,92.344688
1989,47,1,93.635818,9335,1942,92.344688
1990,47,1,92.609581,10274,1943,92.344688
1991,47,1,92.101723,9889,1944,92.344688
1992,47,1,91.949448,9682,1945,92.344688
1993,47,1,91.129303,9476,1946,92.344688
1994,47,1,91.105957,11633,1947,92.344688
1995,47,1,90.495491,11629,1948,92.344688
1996,47,1,90.955666,9639,1949,92.344688
1997,47,1,90.822647,9740,1950,92.344688
1998,47,1,91.203865,9962,1951,92.344688
1999,47,1,90.321693,10345,1952,92.344688
2000,47,1,88.907532,10362,1953,92.344688
2001,47,1,91.315414,11670,1954,92.344688
2002,47,1,90.913391,12676,1955,92.344688
2003,47,1,89.62088,12607,1956,92.344688
2004,47,1,88.954552,12648,1957,92.344688
2005,47,1,89.839333,12187,1958,92.344688
2006,47,1,89.981804,12227,1959,92.344688
2007,47,1,90.250519,12112,1960,92.344688
2008,47,1,90.217522,11852,1961,92.344688
2009,47,1,88.658287,11698,1962,92.344688
2010,47,1,88.033737,11360,1963,92.344688
2011,47,1,87.887642,11504,1964,92.344688
2012,47,1,87.956825,10646,1965,92.344688
2013,47,1,87.144951,10085,1966,92.344688
2014,47,1,86.005821,9902,1967,92.344688
2015,47,1,89.126701,9385,1968,92.344688
2016,47,1,88.993965,9399,1969,92.344688
1976,47,2,57.031609,8887,1929,70.363213
1977,47,2,57.965897,9288,1930,70.363213
1978,47,2,60.644997,9578,1931,70.363213
1979,47,2,61.25164,9059,1932,70.363213
1980,47,2,61.6889,10479,1933,70.363213
1981,47,2,63.462753,9401,1934,70.363213
1982,47,2,64.260368,9389,1935,70.363213
1983,47,2,65.934608,9445,1936,70.363213
1984,47,2,67.099991,9150,1937,70.363213
1985,47,2,67.236969,8870,1938,70.363213
1986,47,2,69.298599,9104,1939,70.363213
1987,47,2,70.672539,9297,1940,70.363213
1988,47,2,72.450104,8893,1941,70.363213
1989,47,2,73.834091,9794,1942,70.363213
1990,47,2,75.215782,11209,1943,70.363213
1991,47,2,76.405975,10490,1944,70.363213
1992,47,2,76.38504,10072,1945,70.363213
1993,47,2,76.520157,10509,1946,70.363213
1994,47,2,78.194199,12456,1947,70.363213
1995,47,2,77.133362,11903,1948,70.363213
1996,47,2,78.737457,10497,1949,70.363213
1997,47,2,78.545029,10627,1950,70.363213
1998,47,2,79.394646,10548,1951,70.363213
1999,47,2,79.352425,11063,1952,70.363213
2000,47,2,79.173645,11403,1953,70.363213
2001,47,2,78.622147,12448,1954,70.363213
