year,age,sex,lfp,n,cohort,lfp_age_avg
1993,70,2,10.550111,7731,1923,9.9341631
1994,70,2,11.399302,7192,1924,9.9341631
1995,70,2,10.946759,7167,1925,9.9341631
1996,70,2,11.813477,6121,1926,9.9341631
1997,70,2,12.532475,5898,1927,9.9341631
1998,70,2,12.170081,5773,1928,9.9341631
1999,70,2,12.157963,5821,1929,9.9341631
2000,70,2,11.126005,5710,1930,9.9341631
2001,70,2,14.890678,6145,1931,9.9341631
2002,70,2,13.682447,6370,1932,9.9341631
2003,70,2,13.390038,6086,1933,9.9341631
2004,70,2,16.601675,5572,1934,9.9341631
2005,70,2,17.099731,5853,1935,9.9341631
2006,70,2,16.588181,5921,1936,9.9341631
2007,70,2,17.10367,5716,1937,9.9341631
2008,70,2,17.827501,6064,1938,9.9341631
2009,70,2,20.055311,5997,1939,9.9341631
2010,70,2,17.381222,6551,1940,9.9341631
2011,70,2,18.147152,6478,1941,9.9341631
2012,70,2,19.434284,6734,1942,9.9341631
2013,70,2,20.037977,7532,1943,9.9341631
2014,70,2,18.032597,7108,1944,9.9341631
2015,70,2,19.247168,7293,1945,9.9341631
2016,70,2,18.311184,7553,1946,9.9341631
1976,71,1,23.559036,3719,1905,18.218683
1977,71,1,19.885921,4401,1906,18.218683
1978,71,1,20.283426,4459,1907,18.218683
1979,71,1,20.759211,4711,1908,18.218683
1980,71,1,19.962744,5489,1909,18.218683
1981,71,1,18.685627,5334,1910,18.218683
1982,71,1,16.317848,5273,1911,18.218683
1983,71,1,18.955317,5193,1912,18.218683
1984,71,1,17.74173,5289,1913,18.218683
1985,71,1,17.699081,5130,1914,18.218683
1986,71,1,15.226142,5158,1915,18.218683
1987,71,1,15.365044,5294,1916,18.218683
1988,71,1,17.150139,5055,1917,18.218683
1989,71,1,16.34086,5389,1918,18.218683
1990,71,1,16.074966,5272,1919,18.218683
1991,71,1,15.471257,5506,1920,18.218683
1992,71,1,16.93326,5539,1921,18.218683
1993,71,1,15.887253,5720,1922,18.218683
1994,71,1,16.549244,5375,1923,18.218683
1995,71,1,18.921871,5280,1924,18.218683
1996,71,1,20.139643,4351,1925,18.218683
1997,71,1,18.849861,4392,1926,18.218683
1998,71,1,19.22669,4445,1927,18.218683
1999,71,1,21.262215,4607,1928,18.218683
2000,71,1,18.578247,4378,1929,18.218683
2001,71,1,20.139069,4942,1930,18.218683
2002,71,1,21.257774,4947,1931,18.218683
2003,71,1,19.22732,4473,1932,18.218683
2004,71,1,20.924234,4546,1933,18.218683
2005,71,1,22.199842,4576,1934,18.218683
2006,71,1,23.866663,4477,1935,18.218683
2007,71,1,23.818367,4642,1936,18.218683
2008,71,1,24.808519,4355,1937,18.218683
2009,71,1,26.347578,4529,1938,18.218683
2010,71,1,23.843798,4774,1939,18.218683
2011,71,1,24.710686,5141,1940,18.218683
2012,71,1,27.550613,5365,1941,18.218683
2013,71,1,23.793465,5747,1942,18.218683
2014,71,1,24.401085,6187,1943,18.218683
2015,71,1,25.587523,5845,1944,18.218683
2016,71,1,25.459131,6053,1945,18.218683
1976,71,2,8.1579905,5444,1905,8.8075924
1977,71,2,8.0766964,5854,1906,8.8075924
1978,71,2,8.4949226,6233,1907,8.8075924
1979,71,2,8.3773174,6401,1908,8.8075924
1980,71,2,8.8598986,7496,1909,8.8075924
1981,71,2,7.285841,7063,1910,8.8075924
1982,71,2,8.1758623,6945,1911,8.8075924
1983,71,2,8.1007547,7143,1912,8.8075924
1984,71,2,8.9593239,7221,1913,8.8075924
1985,71,2,7.499166,6994,1914,8.8075924
1986,71,2,7.1158953,7157,1915,8.8075924
1987,71,2,7.3805223,6715,1916,8.8075924
1988,71,2,8.3960285,6580,1917,8.8075924
1989,71,2,8.6709137,6909,1918,8.8075924
1990,71,2,7.7982626,6980,1919,8.8075924
1991,71,2,10.155429,7316,1920,8.8075924
1992,71,2,9.4037075,7446,1921,8.8075924
1993,71,2,7.6774163,7027,1922,8.8075924
1994,71,2,9.7846899,6925,1923,8.8075924
1995,71,2,11.324081,6964,1924,8.8075924
1996,71,2,9.7752981,5763,1925,8.8075924
1997,71,2,9.0794106,5665,1926,8.8075924
1998,71,2,11.475745,5572,1927,8.8075924
1999,71,2,11.357046,5495,1928,8.8075924
2000,71,2,11.642474,5609,1929,8.8075924
2001,71,2,11.775546,6184,1930,8.8075924
2002,71,2,13.06054,6166,1931,8.8075924
2003,71,2,13.777939,5900,1932,8.8075924
2004,71,2,13.245169,5619,1933,8.8075924
2005,71,2,14.913548,5726,1934,8.8075924
2006,71,2,15.239574,5747,1935,8.8075924
2007,71,2,15.535055,5687,1936,8.8075924
2008,71,2,16.285069,5509,1937,8.8075924
2009,71,2,15.564463,5940,1938,8.8075924
2010,71,2,17.205076,6011,1939,8.8075924
2011,71,2,16.07193,5840,1940,8.8075924
2012,71,2,15.396558,6229,1941,8.8075924
2013,71,2,18.259636,6635,1942,8.8075924
2014,71,2,18.299484,7066,1943,8.8075924
2015,71,2,16.279408,6771,1944,8.8075924
2016,71,2,17.246481,6934,1945,8.8075924
1976,72,1,20.188953,3620,1904,16.4722
1977,72,1,21.667376,3876,1905,16.4722
1978,72,1,19.742609,4309,1906,16.4722
1979,72,1,17.936846,4405,1907,16.4722
1980,72,1,17.004913,5539,1908,16.4722
1981,72,1,16.707584,4935,1909,16.4722
1982,72,1,16.616077,5028,1910,16.4722
1983,72,1,15.060488,5127,1911,16.4722
1984,72,1,16.265606,4903,1912,16.4722
1985,72,1,14.887331,5048,1913,16.4722
1986,72,1,14.12789,4996,1914,16.4722
1987,72,1,14.522107,4785,1915,16.4722
1988,72,1,13.075487,4778,1916,16.4722
1989,72,1,16.199827,4845,1917,16.4722
1990,72,1,16.535305,5172,1918,16.4722
1991,72,1,15.04154,5090,1919,16.4722
1992,72,1,14.866135,5147,1920,16.4722
1993,72,1,15.322396,5289,1921,16.4722
1994,72,1,15.843354,5219,1922,16.4722
1995,72,1,16.209145,5003,1923,16.4722
1996,72,1,16.690353,4370,1924,16.4722
1997,72,1,17.451017,4185,1925,16.4722
1998,72,1,15.107761,4306,1926,16.4722
1999,72,1,18.262695,4247,1927,16.4722
2000,72,1,18.704666,4165,1928,16.4722
2001,72,1,16.190563,4800,1929,16.4722
2002,72,1,19.789186,4474,1930,16.4722
2003,72,1,17.812351,4464,1931,16.4722
2004,72,1,20.410589,4323,1932,16.4722
2005,72,1,23.765907,4576,1933,16.4722
2006,72,1,23.352749,4523,1934,16.4722
2007,72,1,21.665005,4500,1935,16.4722
2008,72,1,23.565214,4520,1936,16.4722
2009,72,1,25.237873,4531,1937,16.4722
2010,72,1,23.965593,4601,1938,16.4722
2011,72,1,22.900988,4932,1939,16.4722
2012,72,1,23.340696,4906,1940,16.4722
2013,72,1,23.458021,5183,1941,16.4722
2014,72,1,23.523275,5595,1942,16.4722
2015,72,1,23.212223,5836,1943,16.4722
2016,72,1,23.681929,5493,1944,16.4722
1976,72,2,7.8657351,5221,1904,8.0719433
1977,72,2,7.7838192,5818,1905,8.0719433
1978,72,2,8.7656212,5915,1906,8.0719433
1979,72,2,6.6093922,5884,1907,8.0719433
1980,72,2,6.9579082,7280,1908,8.0719433
1981,72,2,8.3729973,7023,1909,8.0719433
1982,72,2,6.8259039,6665,1910,8.0719433
1983,72,2,7.6557407,6979,1911,8.0719433
1984,72,2,7.756906,6475,1912,8.0719433
1985,72,2,8.248991,6884,1913,8.0719433
1986,72,2,6.869091,6822,1914,8.0719433
1987,72,2,7.3452897,6807,1915,8.0719433
1988,72,2,7.3020196,6546,1916,8.0719433
1989,72,2,7.2256536,6561,1917,8.0719433
1990,72,2,8.0508795,6813,1918,8.0719433
1991,72,2,6.5191455,6594,1919,8.0719433
1992,72,2,8.4810534,7008,1920,8.0719433
1993,72,2,8.150321,7239,1921,8.0719433
1994,72,2,8.0709066,6637,1922,8.0719433
1995,72,2,9.8105354,6242,1923,8.0719433
1996,72,2,8.1636839,5925,1924,8.0719433
1997,72,2,10.818173,5789,1925,8.0719433
1998,72,2,8.6789541,5493,1926,8.0719433
1999,72,2,11.397915,5515,1927,8.0719433
2000,72,2,11.065369,5338,1928,8.0719433
2001,72,2,10.541183,5906,1929,8.0719433
2002,72,2,10.780241,6048,1930,8.0719433
2003,72,2,11.278545,5767,1931,8.0719433
2004,72,2,11.699438,5619,1932,8.0719433
2005,72,2,12.196202,5421,1933,8.0719433
2006,72,2,11.630255,5356,1934,8.0719433
2007,72,2,13.504359,5583,1935,8.0719433
2008,72,2,15.282149,5357,1936,8.0719433
2009,72,2,16.091917,5757,1937,8.0719433
2010,72,2,14.861369,5679,1938,8.0719433
2011,72,2,15.880662,5592,1939,8.0719433
2012,72,2,15.5581,5764,1940,8.0719433
2013,72,2,14.046268,5992,1941,8.0719433
2014,72,2,15.674397,6481,1942,8.0719433
2015,72,2,14.314935,6785,1943,8.0719433
2016,72,2,15.003805,6628,1944,8.0719433
1976,73,1,19.457937,3342,1903,15.240494
1977,73,1,16.454033,3774,1904,15.240494
1978,73,1,19.489777,4050,1905,15.240494
1979,73,1,18.924261,4003,1906,15.240494
1980,73,1,15.278983,5053,1907,15.240494
1981,73,1,14.845533,4675,1908,15.240494
1982,73,1,16.014278,4459,1909,15.240494
1983,73,1,15.978516,4679,1910,15.240494
1984,73,1,14.042294,4664,1911,15.240494
1985,73,1,14.779611,4597,1912,15.240494
1986,73,1,14.502748,4692,1913,15.240494
1987,73,1,13.533397,4677,1914,15.240494
1988,73,1,14.189135,4501,1915,15.240494
1989,73,1,13.68359,4715,1916,15.240494
1990,73,1,14.417264,4824,1917,15.240494
1991,73,1,14.058238,4656,1918,15.240494
1992,73,1,13.994655,4780,1919,15.240494
1993,73,1,12.367424,4861,1920,15.240494
1994,73,1,15.567396,4802,1921,15.240494
1995,73,1,15.743293,4824,1922,15.240494
1996,73,1,15.210889,4147,1923,15.240494
1997,73,1,15.28621,4158,1924,15.240494
1998,73,1,13.164505,4093,1925,15.240494
1999,73,1,14.787873,4257,1926,15.240494
2000,73,1,19.169008,3956,1927,15.240494
2001,73,1,17.065166,4320,1928,15.240494
2002,73,1,15.872231,4817,1929,15.240494
2003,73,1,17.620922,4671,1930,15.240494
2004,73,1,16.863995,4568,1931,15.240494
2005,73,1,19.14646,4285,1932,15.240494
2006,73,1,20.886147,4007,1933,15.240494
2007,73,1,20.772884,4056,1934,15.240494
2008,73,1,18.779594,4123,1935,15.240494
2009,73,1,20.704,4269,1936,15.240494
2010,73,1,20.876928,4514,1937,15.240494
2011,73,1,23.151735,4565,1938,15.240494
2012,73,1,22.458813,4639,1939,15.240494
2013,73,1,22.522619,4908,1940,15.240494
2014,73,1,19.785318,4922,1941,15.240494
2015,73,1,21.163618,5258,1942,15.240494
2016,73,1,23.251896,5615,1943,15.240494
1976,73,2,5.3462315,4773,1903,6.8850212
1977,73,2,6.7481518,5351,1904,6.8850212
1978,73,2,7.0146127,5599,1905,6.8850212
1979,73,2,6.8586097,5667,1906,6.8850212
1980,73,2,6.128726,6532,1907,6.8850212
1981,73,2,6.3547587,6553,1908,6.8850212
1982,73,2,7.3878841,6329,1909,6.8850212
1983,73,2,6.1647363,6396,1910,6.8850212
1984,73,2,7.0282087,6302,1911,6.8850212
1985,73,2,7.0402422,6318,1912,6.8850212
1986,73,2,6.1972132,6533,1913,6.8850212
1987,73,2,5.2649655,6997,1914,6.8850212
1988,73,2,7.2902188,6481,1915,6.8850212
1989,73,2,6.7209973,6310,1916,6.8850212
1990,73,2,6.483458,6679,1917,6.8850212
1991,73,2,6.8605909,6641,1918,6.8850212
1992,73,2,6.9232779,6334,1919,6.8850212
1993,73,2,7.3654623,6728,1920,6.8850212
1994,73,2,7.0090094,6574,1921,6.8850212
1995,73,2,8.2965679,6251,1922,6.8850212
1996,73,2,6.9067001,5354,1923,6.8850212
1997,73,2,6.5363226,5552,1924,6.8850212
1998,73,2,9.1913586,5552,1925,6.8850212
1999,73,2,8.1222086,5530,1926,6.8850212
2000,73,2,9.8986626,5261,1927,6.8850212
2001,73,2,9.8074989,5985,1928,6.8850212
2002,73,2,9.6699152,5817,1929,6.8850212
2003,73,2,9.5744696,5509,1930,6.8850212
2004,73,2,10.28064,5631,1931,6.8850212
2005,73,2,11.226964,5398,1932,6.8850212
2006,73,2,12.913062,4967,1933,6.8850212
2007,73,2,12.313739,5153,1934,6.8850212
2008,73,2,12.78376,5296,1935,6.8850212
2009,73,2,12.041519,5234,1936,6.8850212
2010,73,2,13.687582,5414,1937,6.8850212
2011,73,2,12.230408,5496,1938,6.8850212
2012,73,2,15.044008,5453,1939,6.8850212
2013,73,2,13.072045,5584,1940,6.8850212
2014,73,2,13.498245,5559,1941,6.8850212
2015,73,2,13.54474,6113,1942,6.8850212
2016,73,2,14.044443,6910,1943,6.8850212
1976,74,1,15.838489,3156,1902,13.642223
1977,74,1,16.770884,3694,1903,13.642223
1978,74,1,15.937143,3855,1904,13.642223
1979,74,1,16.248814,3650,1905,13.642223
1980,74,1,16.983694,4512,1906,13.642223
1981,74,1,14.260968,4426,1907,13.642223
1982,74,1,13.829103,4328,1908,13.642223
1983,74,1,16.01716,4185,1909,13.642223
1984,74,1,13.42625,4213,1910,13.642223
1985,74,1,10.588265,4125,1911,13.642223
1986,74,1,12.796185,4318,1912,13.642223
1987,74,1,12.701339,4441,1913,13.642223
1988,74,1,13.081673,4206,1914,13.642223
1989,74,1,12.462495,4403,1915,13.642223
1990,74,1,12.26611,4452,1916,13.642223
1991,74,1,11.761154,4468,1917,13.642223
1992,74,1,11.644054,4231,1918,13.642223
1993,74,1,11.919724,4404,1919,13.642223
1994,74,1,12.005281,4697,1920,13.642223
1995,74,1,12.686612,4632,1921,13.642223
1996,74,1,12.941773,4059,1922,13.642223
1997,74,1,12.338193,3971,1923,13.642223
1998,74,1,15.063983,3850,1924,13.642223
1999,74,1,13.844005,4056,1925,13.642223
2000,74,1,14.237965,3980,1926,13.642223
2001,74,1,15.154256,4205,1927,13.642223
2002,74,1,13.736817,4505,1928,13.642223
2003,74,1,15.95372,4277,1929,13.642223
2004,74,1,16.299171,4319,1930,13.642223
2005,74,1,16.32519,4309,1931,13.642223
2006,74,1,16.508938,4241,1932,13.642223
2007,74,1,17.84778,4035,1933,13.642223
2008,74,1,20.179146,3881,1934,13.642223
2009,74,1,16.587141,4004,1935,13.642223
2010,74,1,17.818872,4024,1936,13.642223
2011,74,1,21.660522,4189,1937,13.642223
2012,74,1,20.953016,4290,1938,13.642223
2013,74,1,21.025328,4466,1939,13.642223
2014,74,1,20.461596,4962,1940,13.642223
2015,74,1,16.935335,4721,1941,13.642223
2016,74,1,18.779907,4997,1942,13.642223
1976,74,2,5.8164611,4263,1902,5.9872832
1977,74,2,5.379849,4868,1903,5.9872832
1978,74,2,6.5148211,5082,1904,5.9872832
1979,74,2,6.1756792,5276,1905,5.9872832
1980,74,2,5.580564,6214,1906,5.9872832
1981,74,2,6.1102877,5917,1907,5.9872832
1982,74,2,4.9679198,6049,1908,5.9872832
1983,74,2,6.1385703,5993,1909,5.9872832
1984,74,2,4.6458983,6183,1910,5.9872832
1985,74,2,5.5903578,6208,1911,5.9872832
1986,74,2,5.7741003,6135,1912,5.9872832
1987,74,2,4.9667964,6161,1913,5.9872832
1988,74,2,5.2687693,6133,1914,5.9872832
1989,74,2,6.6134453,6219,1915,5.9872832
1990,74,2,6.5800667,6039,1916,5.9872832
1991,74,2,5.5542073,6046,1917,5.9872832
1992,74,2,6.0501828,6231,1918,5.9872832
1993,74,2,5.1550975,6097,1919,5.9872832
1994,74,2,6.913291,6376,1920,5.9872832
1995,74,2,6.1614261,6004,1921,5.9872832
1996,74,2,7.4940124,5393,1922,5.9872832
1997,74,2,5.9075866,5098,1923,5.9872832
1998,74,2,7.1400037,5166,1924,5.9872832
1999,74,2,7.1953959,5092,1925,5.9872832
2000,74,2,7.1692185,5137,1926,5.9872832
2001,74,2,9.2181482,5473,1927,5.9872832
2002,74,2,8.8643045,6212,1928,5.9872832
2003,74,2,8.3800011,5456,1929,5.9872832
2004,74,2,8.9586258,5300,1930,5.9872832
2005,74,2,9.1930437,5411,1931,5.9872832
2006,74,2,9.8082962,5057,1932,5.9872832
2007,74,2,12.901311,4834,1933,5.9872832
2008,74,2,10.699598,5072,1934,5.9872832
2009,74,2,10.981339,5252,1935,5.9872832
2010,74,2,10.524182,5078,1936,5.9872832
2011,74,2,11.108283,5202,1937,5.9872832
2012,74,2,12.072091,5213,1938,5.9872832
2013,74,2,13.27835,5430,1939,5.9872832
2014,74,2,13.079829,5614,1940,5.9872832
2015,74,2,11.630895,5493,1941,5.9872832
2016,74,2,12.037263,5927,1942,5.9872832
1976,75,1,14.252586,3008,1901,12.26234
1977,75,1,14.885291,3362,1902,12.26234
1978,75,1,15.244958,3665,1903,12.26234
1979,75,1,12.660542,3680,1904,12.26234
1980,75,1,13.629697,4237,1905,12.26234
1981,75,1,14.491013,4156,1906,12.26234
1982,75,1,13.240555,4051,1907,12.26234
1983,75,1,11.310289,4011,1908,12.26234
1984,75,1,12.166844,3948,1909,12.26234
1985,75,1,11.051547,3989,1910,12.26234
1986,75,1,9.7617226,3930,1911,12.26234
1987,75,1,11.703744,4083,1912,12.26234
1988,75,1,11.643797,4035,1913,12.26234
1989,75,1,10.704638,4113,1914,12.26234
1990,75,1,10.975826,4210,1915,12.26234
1991,75,1,10.686215,4244,1916,12.26234
1992,75,1,11.026525,4037,1917,12.26234
1993,75,1,9.8202934,4382,1918,12.26234
1994,75,1,12.643029,3944,1919,12.26234
1995,75,1,11.138394,4319,1920,12.26234
1996,75,1,12.01099,4056,1921,12.26234
1997,75,1,13.147728,3848,1922,12.26234
1998,75,1,12.443126,3939,1923,12.26234
1999,75,1,13.656805,3786,1924,12.26234
2000,75,1,14.112518,3902,1925,12.26234
2001,75,1,13.968772,4256,1926,12.26234
2002,75,1,11.992348,4314,1927,12.26234
2003,75,1,13.164367,4451,1928,12.26234
2004,75,1,13.450907,4085,1929,12.26234
2005,75,1,15.790418,4192,1930,12.26234
2006,75,1,15.845084,4074,1931,12.26234
2007,75,1,17.101583,3824,1932,12.26234
2008,75,1,17.48106,3966,1933,12.26234
2009,75,1,17.57464,3905,1934,12.26234
2010,75,1,16.338188,4057,1935,12.26234
2011,75,1,16.237762,4089,1936,12.26234
2012,75,1,20.447514,3860,1937,12.26234
2013,75,1,18.372301,3865,1938,12.26234
2014,75,1,18.367092,4255,1939,12.26234
2015,75,1,18.233248,4677,1940,12.26234
2016,75,1,17.21722,4796,1941,12.26234
1976,75,2,4.4059901,4756,1901,5.1955705
1977,75,2,4.3816829,4530,1902,5.1955705
1978,75,2,4.8477812,5247,1903,5.1955705
1979,75,2,5.0458336,5337,1904,5.1955705
1980,75,2,4.2465982,6107,1905,5.1955705
1981,75,2,5.3641248,5711,1906,5.1955705
1982,75,2,5.3470654,5956,1907,5.1955705
1983,75,2,4.5636721,5852,1908,5.1955705
1984,75,2,4.8261561,5838,1909,5.1955705
1985,75,2,4.3762345,6081,1910,5.1955705
1986,75,2,4.4244404,5899,1911,5.1955705
1987,75,2,4.7451553,6076,1912,5.1955705
1988,75,2,5.1657405,5944,1913,5.1955705
1989,75,2,5.1891069,5959,1914,5.1955705
1990,75,2,5.7776537,6033,1915,5.1955705
1991,75,2,6.2841835,5775,1916,5.1955705
1992,75,2,4.3623276,5721,1917,5.1955705
1993,75,2,5.6635814,6252,1918,5.1955705
1994,75,2,5.4968042,5886,1919,5.1955705
1995,75,2,4.9964161,5999,1920,5.1955705
1996,75,2,5.8301497,5343,1921,5.1955705
1997,75,2,5.3712258,5434,1922,5.1955705
1998,75,2,6.3991828,4964,1923,5.1955705
1999,75,2,7.5825849,4873,1924,5.1955705
2000,75,2,6.2465601,5000,1925,5.1955705
2001,75,2,5.6418138,5341,1926,5.1955705
2002,75,2,7.8828483,5786,1927,5.1955705
2003,75,2,8.3463001,5829,1928,5.1955705
2004,75,2,7.8046641,5286,1929,5.1955705
2005,75,2,8.5506172,5294,1930,5.1955705
2006,75,2,9.6857529,5356,1931,5.1955705
2007,75,2,10.552534,4953,1932,5.1955705
2008,75,2,10.402975,5144,1933,5.1955705
2009,75,2,11.071576,4895,1934,5.1955705
2010,75,2,10.429762,5093,1935,5.1955705
2011,75,2,9.8551693,5202,1936,5.1955705
2012,75,2,9.8156176,5096,1937,5.1955705
2013,75,2,9.9950867,5071,1938,5.1955705
2014,75,2,11.566855,5211,1939,5.1955705
2015,75,2,12.841227,5395,1940,5.1955705
2016,75,2,10.424213,5563,1941,5.1955705
1976,76,1,14.354099,2600,1900,11.350131
1977,76,1,13.00088,2919,1901,11.350131
1978,76,1,15.090126,2990,1902,11.350131
1979,76,1,14.643797,3157,1903,11.350131
1980,76,1,13.306406,3909,1904,11.350131
1981,76,1,11.428036,3587,1905,11.350131
1982,76,1,13.377765,3592,1906,11.350131
1983,76,1,11.070676,3567,1907,11.350131
1984,76,1,10.635158,3640,1908,11.350131
1985,76,1,9.9867792,3489,1909,11.350131
1986,76,1,8.06705,3611,1910,11.350131
1987,76,1,8.9413881,3750,1911,11.350131
1988,76,1,9.7565603,3612,1912,11.350131
1989,76,1,10.285522,3777,1913,11.350131
1990,76,1,10.503351,3833,1914,11.350131
1991,76,1,9.2388172,3832,1915,11.350131
1992,76,1,9.9399376,3801,1916,11.350131
1993,76,1,10.71129,3605,1917,11.350131
1994,76,1,10.512045,3869,1918,11.350131
1995,76,1,10.961767,3593,1919,11.350131
1996,76,1,10.178224,3409,1920,11.350131
1997,76,1,11.483698,3488,1921,11.350131
1998,76,1,12.601341,3424,1922,11.350131
1999,76,1,12.328432,3485,1923,11.350131
2000,76,1,12.317662,3403,1924,11.350131
2001,76,1,12.780884,3783,1925,11.350131
2002,76,1,11.432452,4159,1926,11.350131
2003,76,1,12.748621,4099,1927,11.350131
2004,76,1,16.483589,4036,1928,11.350131
2005,76,1,14.99514,3990,1929,11.350131
2006,76,1,14.415341,3830,1930,11.350131
2007,76,1,14.9413,3753,1931,11.350131
2008,76,1,16.195873,3691,1932,11.350131
2009,76,1,16.156906,3825,1933,11.350131
2010,76,1,16.536053,3960,1934,11.350131
2011,76,1,16.144585,3986,1935,11.350131
2012,76,1,15.978235,4130,1936,11.350131
2013,76,1,18.365448,3716,1937,11.350131
2014,76,1,14.290317,3823,1938,11.350131
2015,76,1,16.631721,4055,1939,11.350131
2016,76,1,16.745495,4302,1940,11.350131
1976,76,2,4.1994343,4145,1900,4.5640244
1977,76,2,3.7205119,4722,1901,4.5640244
1978,76,2,4.4688206,4395,1902,4.5640244
1979,76,2,5.3378811,4851,1903,4.5640244
1980,76,2,4.5156379,5782,1904,4.5640244
1981,76,2,4.4022803,5205,1905,4.5640244
1982,76,2,4.312942,5143,1906,4.5640244
1983,76,2,3.9921496,5356,1907,4.5640244
1984,76,2,3.727422,5367,1908,4.5640244
1985,76,2,4.220623,5434,1909,4.5640244
1986,76,2,3.7404094,5560,1910,4.5640244
1987,76,2,3.5161819,5355,1911,4.5640244
1988,76,2,3.2365832,5522,1912,4.5640244
1989,76,2,4.1685958,5442,1913,4.5640244
1990,76,2,4.7802339,5671,1914,4.5640244
1991,76,2,5.2162127,5657,1915,4.5640244
1992,76,2,5.347261,5420,1916,4.5640244
1993,76,2,3.9762623,5436,1917,4.5640244
1994,76,2,5.4111495,5633,1918,4.5640244
1995,76,2,5.5717816,5229,1919,4.5640244
1996,76,2,5.5357909,5129,1920,4.5640244
1997,76,2,5.2531147,4908,1921,4.5640244
1998,76,2,4.8964124,4976,1922,4.5640244
1999,76,2,5.9888916,4696,1923,4.5640244
2000,76,2,7.4265056,4950,1924,4.5640244
2001,76,2,5.4756494,5185,1925,4.5640244
2002,76,2,5.5613484,5336,1926,4.5640244
2003,76,2,6.981092,5398,1927,4.5640244
2004,76,2,6.6619692,5138,1928,4.5640244
2005,76,2,8.6359634,5071,1929,4.5640244
2006,76,2,8.0608215,5349,1930,4.5640244
2007,76,2,9.639308,4849,1931,4.5640244
2008,76,2,9.0198736,4835,1932,4.5640244
2009,76,2,8.9805822,4880,1933,4.5640244
2010,76,2,9.8401155,4726,1934,4.5640244
2011,76,2,10.10568,5012,1935,4.5640244
2012,76,2,8.3576756,4875,1936,4.5640244
2013,76,2,8.7450552,4800,1937,4.5640244
2014,76,2,9.2306023,4702,1938,4.5640244
2015,76,2,9.1225414,4886,1939,4.5640244
2016,76,2,11.805721,5153,1940,4.5640244
1976,77,1,10.473659,2165,1899,10.150867
1977,77,1,13.232427,2718,1900,10.150867
1978,77,1,12.553148,2863,1901,10.150867
1979,77,1,13.489782,2668,1902,10.150867
1980,77,1,12.166099,3291,1903,10.150867
1981,77,1,10.856852,3301,1904,10.150867
1982,77,1,9.317771,3272,1905,10.150867
1983,77,1,11.520112,3122,1906,10.150867
1984,77,1,9.2145348,2941,1907,10.150867
1985,77,1,7.018394,3275,1908,10.150867
1986,77,1,8.2540131,3117,1909,10.150867
1987,77,1,9.9978228,3489,1910,10.150867
1988,77,1,9.5864859,3346,1911,10.150867
1989,77,1,10.327127,3077,1912,10.150867
1990,77,1,9.1053362,3398,1913,10.150867
1991,77,1,8.7792969,3463,1914,10.150867
1992,77,1,9.2056761,3449,1915,10.150867
1993,77,1,7.7845335,3500,1916,10.150867
1994,77,1,9.2469749,3455,1917,10.150867
1995,77,1,9.6008043,3411,1918,10.150867
1996,77,1,10.458884,2953,1919,10.150867
1997,77,1,11.420995,3163,1920,10.150867
1998,77,1,9.3083782,3185,1921,10.150867
1999,77,1,10.701715,3364,1922,10.150867
2000,77,1,9.1280499,3271,1923,10.150867
2001,77,1,10.337903,3576,1924,10.150867
2002,77,1,10.780984,4513,1925,10.150867
2003,77,1,11.409101,4724,1926,10.150867
2004,77,1,10.490539,4415,1927,10.150867
2005,77,1,13.285178,4323,1928,10.150867
2006,77,1,13.656274,4462,1929,10.150867
2007,77,1,13.357714,4443,1930,10.150867
2008,77,1,14.189255,4277,1931,10.150867
2009,77,1,13.139242,4293,1932,10.150867
2010,77,1,13.39669,4372,1933,10.150867
2011,77,1,16.487877,3676,1934,10.150867
2012,77,1,16.892277,3852,1935,10.150867
2013,77,1,15.179772,3809,1936,10.150867
2014,77,1,15.14886,3746,1937,10.150867
2015,77,1,11.448668,3758,1938,10.150867
2016,77,1,15.007919,3910,1939,10.150867
1976,77,2,3.6305528,3435,1899,4.1212134
1977,77,2,3.8981085,3993,1900,4.1212134
1978,77,2,3.7964821,4537,1901,4.1212134
1979,77,2,4.3224993,4002,1902,4.1212134
1980,77,2,3.0915143,5297,1903,4.1212134
1981,77,2,4.3391829,4923,1904,4.1212134
1982,77,2,3.8917274,4673,1905,4.1212134
1983,77,2,3.5213058,4831,1906,4.1212134
1984,77,2,3.9569087,4846,1907,4.1212134
1985,77,2,3.0110037,5150,1908,4.1212134
1986,77,2,4.9299941,4930,1909,4.1212134
1987,77,2,3.7402976,5172,1910,4.1212134
1988,77,2,3.93398,4842,1911,4.1212134
1989,77,2,3.250936,5129,1912,4.1212134
1990,77,2,2.9657192,4973,1913,4.1212134
1991,77,2,4.6810961,5284,1914,4.1212134
1992,77,2,4.5770206,5195,1915,4.1212134
1993,77,2,4.3782673,5201,1916,4.1212134
1994,77,2,4.7137046,5025,1917,4.1212134
1995,77,2,5.6990957,5042,1918,4.1212134
1996,77,2,5.0224161,4059,1919,4.1212134
1997,77,2,3.9327145,4730,1920,4.1212134
1998,77,2,4.3298793,4484,1921,4.1212134
1999,77,2,5.2947135,4562,1922,4.1212134
2000,77,2,5.2061939,4540,1923,4.1212134
2001,77,2,5.5422554,5127,1924,4.1212134
2002,77,2,6.1186895,5403,1925,4.1212134
2003,77,2,5.2647672,5506,1926,4.1212134
